FName(String),LName(String),Gender(String),AreaCode(String),Phone(String),City(String),State(String),Zip(String),MaritalStatus(String),HasChild(String),Salary(Integer),Rate(Double),SingleExemp(String),MarriedExemp(String),ChildExemp(String)
Debashis,Kobylarz,F,808,1000005,PAAUILO,HI,96776,M,N,12000,3.2026315,0,2080,0
Bouchung,Gumm,F,213,1000000,SAN FRANCISCO,CA,94155,S,Y,21000,4.465849,87,0,272
Shai,Irshid,M,802,1000006,SHOREHAM,VT,5770,S,Y,24500,3.6,3300,0,3300
Janina,Pericleous,M,913,1000001,MAPLE HILL,KS,66507,S,Y,14500,3.5,2250,0,2250
Iyer,Crouzet,M,912,1000001,MARIETTA,GA,30068,S,Y,36000,6.0,2700,0,3000
Malek,Rozin,F,908,1000000,KEANSBURG,NJ,7734,S,Y,96500,2.6064687,1000,0,1500
Teresita,Ramsay,M,541,1000000,HINES,OR,97738,M,N,92500,9.0,0,318,0
Kiyomitsu,Giovanetti,M,270,1000004,MC HENRY,KY,42354,M,Y,27000,3.3333335,0,40,20
Belinda,Elgood,M,701,1000004,FOREST RIVER,ND,58233,M,N,66500,2.5265946,0,6600,0
Naranker,Scharstein,M,404,1000001,AVONDALE ESTATES,GA,30002,M,N,51000,6.0,0,5400,0
Mingshang,Plavsic,F,251,1000001,HUNTSVILLE,AL,35812,M,N,24000,5.0,0,3000,0
Haibin,Tahe,M,802,1000007,GUILDHALL,VT,5905,S,Y,17500,3.6,3300,0,3300
Kinh,Inari,M,734,1000000,LUNA PIER,MI,48157,M,N,98000,3.9,0,6200,0
Mallika,Maginnis,M,423,1000001,JACKSON,TN,38305,S,Y,21000,0.0,0,0,0
Boguslaw,Tarantino,F,907,1000007,SAVOONGA,AK,99769,M,N,52000,0.0,0,0,0
Charlie,Stochik,F,801,1000000,SPANISH FORK,UT,84660,S,Y,92000,7.0,2475,0,2475
Brian,Humborstad,F,334,1000001,BIRMINGHAM,AL,35291,S,Y,80500,5.0,1500,0,300
Ursula,Bourbakis,M,401,1000005,NORTH SMITHFIELD,RI,2896,M,N,50000,0.0,0,0,0
Samar,Nojima,F,401,1000006,GLENDALE,RI,2826,M,N,89500,0.0,0,0,0
Dagmar,Towheed,M,401,1000007,PROVIDENCE,RI,2906,M,N,57000,0.0,0,0,0
Kare,Demmer,F,754,1000000,PENSACOLA,FL,32523,M,N,66500,0.0,0,0,0
Tinku,Kohno,F,678,1000004,COBBTOWN,GA,30420,S,Y,60000,6.0,2700,0,3000
Fusako,Rosenblum,F,808,1000006,HONOLULU,HI,96805,M,N,60000,8.25,0,2080,0
Osaaki,Lorys,M,410,1000004,LAUREL,MD,20725,M,N,66000,4.75,0,4800,0
Miae,Mussi,F,912,1000002,HOMER,GA,30547,S,Y,9500,6.0,2700,0,3000
Ravinder,Chaudhury,F,505,1000005,STANLEY,NM,87056,M,N,53000,5.3,0,6600,0
Ramayya,Riel,F,815,1000001,CALHOUN,IL,62419,M,N,58500,3.0,0,4000,0
Souichi,Geldenhuys,F,731,1000003,CORDOVA,TN,38088,S,Y,28500,0.0,0,0,0
Wendy,Hinsberger,M,702,1000004,AUSTIN,NV,89310,M,N,73500,0.0,0,0,0
Guanghua,Mokryn,F,787,1000003,SAN ANTONIO,PR,690,M,N,66500,0.0,0,0,0
Tatsunori,Burgert,F,302,1000007,MIDDLETOWN,DE,19709,M,N,85500,5.95,0,220,0
Amelie,Salehi,F,702,1000005,GOLCONDA,NV,89414,S,Y,98500,0.0,0,0,0
Satyadeep,Fleckenstein,F,304,1000003,CASS,WV,24927,S,Y,21000,3.77,2000,0,2000
Megan,Rizk,F,316,1000000,LYNDON,KS,66451,M,N,91000,6.45,0,4500,0
Hikyu,Matteucci,F,303,1000002,EADS,CO,81036,M,N,47500,4.63,0,0,0
Santos,Prangrle,M,763,1000000,ZUMBRO FALLS,MN,55991,M,Y,31500,5.936446,0,6600,3300
Piyu,Syed,F,954,1000001,FORT LAUDERDALE,FL,33312,M,N,18000,0.0,0,0,0
Vladan,Zhiwei,M,910,1000002,BURLINGTON,NC,27217,M,N,94500,7.715035,0,6600,0
Eben,Weatherhead,F,701,1000005,COLFAX,ND,58018,S,Y,88000,2.7758281,3300,0,3300
Violet,Uren,F,701,1000006,STERLING,ND,58572,S,Y,27500,2.1,3300,0,3300
Ysmar,Veljan,F,601,1000002,PRAIRIE,MS,39756,S,Y,23500,5.0,6000,0,1500
Jeroen,Moncrieff,F,505,1000006,DEMING,NM,88030,M,N,27500,5.3,0,6600,0
Kwangho,Shimbo,M,939,1000007,SAN JUAN,PR,907,M,N,55500,0.0,0,0,0
Ingeborg,Georg,M,262,1000003,SUPERIOR,WI,54880,M,N,24500,4.8720946,0,1400,0
Brenda,Brazile,F,208,1000005,ATOMIC CITY,ID,83215,M,N,87500,7.8,0,6600,0
Sujatha,Abbey,M,952,1000001,ELK RIVER,MN,55330,S,Y,98500,7.85,3300,0,3300
Rangaswamy,Walicki,F,971,1000000,UMATILLA,OR,97882,M,N,82000,9.0,0,318,0
Darren,Wile,M,208,1000006,MOUNTAIN HOME A F B,ID,83648,S,Y,60500,7.8,3300,0,3300
Noburu,Jindal,M,270,1000005,DICE,KY,41736,S,Y,500,2.0,20,0,20
Junling,Picht,M,612,1000000,SILVER LAKE,MN,55381,M,N,36000,6.176574,0,6600,0
Takehiro,Hobby,M,302,1000008,FREDERICA,DE,19946,S,Y,24500,3.5295453,110,0,110
Nalvo,Luke,F,913,1000002,HOME,KS,66438,S,Y,75000,6.45,2250,0,2250
Nadjib,Strout,M,304,1000004,CHARLESTON,WV,25358,M,N,6000,3.0,0,4000,0
Dominic,Michailidis,F,563,1000001,HARLAN,IA,51593,S,Y,16500,2.7113304,40,0,40
Yigal,Riddall,M,860,1000003,BRIDGEPORT,CT,6699,M,N,84500,5.0,0,24500,0
Masamichi,Groz,F,803,1000001,ROCK HILL,SC,29734,M,N,79000,7.0,0,6600,0
Razvan,Whiteleather,F,928,1000001,SHOW LOW,AZ,85901,M,N,16500,2.9707499,0,4200,0
Kalina,Chinal,F,847,1000000,SHERIDAN,IL,60551,M,N,21000,3.0,0,4000,0
Naohisa,Melichar,F,856,1000001,ORANGE,NJ,7050,S,Y,40500,1.7233021,1000,0,1500
Leona,Kaiser,M,202,1000007,WASHINGTON,DC,20206,S,Y,41000,9.0,1370,0,1370
Tarak,Vesel,M,440,1000000,NORTH BALTIMORE,OH,45872,M,N,33500,1.6580539,0,2600,0
Martyn,Itajima,F,786,1000000,SUN CITY CENTER,FL,33571,M,N,36000,0.0,0,0,0
Dekai,Laevens,M,401,1000008,FISKEVILLE,RI,2823,S,Y,44500,0.0,0,0,0
Luiz,Tzvieli,F,947,1000002,AU GRES,MI,48703,M,Y,79000,3.9,0,6200,3100
Vanja,Loevenich,M,603,1000005,SUGAR HILL,NH,3586,S,Y,48000,0.0,0,0,0
Chisato,Weibel,F,203,1000005,WATERBURY,CT,6704,S,Y,5500,3.0,12750,0,0
Bilha,Witkowski,M,307,1000007,CENTENNIAL,WY,82055,S,Y,90000,0.0,0,0,0
Istva,Masullo,M,603,1000006,NORTH HAMPTON,NH,3862,M,N,91000,0.0,0,0,0
Vijnan,Akaboshi,M,941,1000000,NAPLES,FL,34105,M,N,78000,0.0,0,0,0
Michiharu,Priestley,F,808,1000007,HILO,HI,96721,S,Y,34000,7.1684213,1040,0,1040
Boban,Huijsmans,F,417,1000000,SMITHVILLE,MO,64089,M,N,52000,6.0,0,4200,0
Kiyoko,Rijsenbrij,M,808,1000008,KURTISTOWN,HI,96760,S,Y,65000,8.25,1040,0,1040
Junbo,Gabbrieli,M,562,1000001,OXNARD,CA,93031,M,N,9000,1.6329229,0,174,0
Barinderpal,Jowett,M,561,1000001,DAYTONA BEACH,FL,32119,M,N,55000,0.0,0,0,0
Mao,Kheradpir,M,712,1000001,LITTLE ROCK,IA,51243,S,Y,19000,3.0972748,40,0,40
Hayong,Millington,M,307,1000008,HILLSDALE,WY,82060,S,Y,85500,0.0,0,0,0
King,Bultheel,F,651,1000000,HARRIS,MN,55032,M,N,21000,5.3761473,0,6600,0
Kaladhar,Nagasamy,F,551,1000001,WAYNE,NJ,7477,M,N,34500,1.628677,0,2000,0
Ryutaro,Choon,F,715,1000000,OAKFIELD,WI,53065,S,Y,68000,5.6279135,700,0,400
Liang,Watson,F,980,1000001,CARTHAGE,NC,28327,S,Y,98500,7.798951,3300,0,3300
Ceriel,Plihon,M,919,1000001,APEX,NC,27539,S,Y,30500,6.3723774,3300,0,3300
Ingolf,Berezin,M,718,1000001,CHENANGO BRIDGE,NY,13745,S,Y,76500,4.3967986,0,0,1000
Edil,Madanlal,M,770,1000000,AILEY,GA,30410,M,N,28000,6.0,0,5400,0
Nabuo,Grapa,M,808,1000009,HONOLULU,HI,96835,M,N,92500,8.25,0,2080,0
Kumpati,Mikitiuk,F,570,1000000,CRESCENT,PA,15046,S,Y,19000,3.07,0,0,0
Georges,Velardi,F,505,1000007,SEDAN,NM,88436,M,N,87500,5.3,0,6600,0
Masashi,Heffernan,F,308,1000001,FARNAM,NE,69029,M,N,79000,6.84,0,206,0
Zhiguo,Gerschenfeld,F,804,1000002,BRANDY STATION,VA,22714,S,Y,66000,5.75,900,0,900
Mosfeq,Mittal,F,320,1000000,SAINT MICHAEL,MN,55376,S,Y,67000,7.8307896,3300,0,3300
Anja,Sanden,M,631,1000000,SUFFERN,NY,10901,S,Y,30000,4.127439,0,0,1000
Hiryoung,Dumer,F,208,1000007,BOISE,ID,83729,M,N,45500,7.8,0,6600,0
Zary,Strausfeld,F,843,1000002,CLOVER,SC,29710,S,N,7500,4.658074,3300,0,0
Shaoyun,Schieder,F,308,1000002,WELLFLEET,NE,69170,M,N,5000,3.0217428,0,206,0
Cyrille,Schoelles,F,412,1000000,PITTSBURGH,PA,15279,S,Y,36500,3.07,0,0,0
Wolfram,Mutoh,F,706,1000000,PLAINVILLE,GA,30733,S,Y,98000,6.0,2700,0,3000
Raghubir,Czap,M,351,1000000,BREWSTER,MA,2631,S,Y,20000,5.3,3575,0,1000
Aviad,Chandhok,M,479,1000000,HINDSVILLE,AR,72738,M,N,29000,7.0,0,40,0
Aksenti,Danner,M,802,1000008,KILLINGTON,VT,5751,S,Y,84500,4.686292,3300,0,3300
Theodoulos,Barroca,F,803,1000002,COLUMBIA,SC,29230,S,Y,43500,7.0,3300,0,3300
Seongmoon,Pfeifer,F,913,1000003,ALEXANDER,KS,67513,M,N,32000,6.45,0,4500,0
Imre,Hinckley,F,520,1000000,BULLHEAD CITY,AZ,86439,S,Y,28500,3.15675,2100,0,2300
Ilyong,Shrira,M,616,1000000,NORTHPORT,MI,49670,S,Y,52500,3.9,3100,0,3100
Ting,Lanphier,F,812,1000000,MUNCIE,IN,47306,M,N,29500,3.4,0,2000,0
Satyadeep,Paddon,F,276,1000000,ROANOKE,VA,24043,S,Y,32000,5.75,900,0,900
Wenjian,Honiden,M,919,1000002,MOORESVILLE,NC,28115,S,Y,21000,6.173077,3300,0,3300
Hwang,Habermehl,F,808,1000010,MILILANI,HI,96789,M,N,75000,8.25,0,2080,0
Williaam,Hallam,M,505,1000008,JEMEZ PUEBLO,NM,87024,M,N,35500,5.3,0,6600,0
Shigeyoshi,Snelgrove,F,787,1000004,PONCE,PR,731,M,N,50000,0.0,0,0,0
Nathaniel,Dunki,F,239,1000000,DUNNELLON,FL,34432,M,N,86000,0.0,0,0,0
Achyutram,Chattopadhyay,F,302,1000009,REHOBOTH BEACH,DE,19971,S,Y,47500,5.097727,110,0,110
Donato,Booker,M,913,1000004,LEHIGH,KS,67073,M,N,77500,6.45,0,4500,0
Katsuro,Yamnitsky,M,518,1000001,CENTRAL SQUARE,NY,13036,M,Y,9000,4.0057926,0,0,1000
Pawel,Lukaszewicz,F,804,1000003,CHARLOTTESVILLE,VA,22903,S,Y,83500,5.75,900,0,900
Noelle,Krohm,F,980,1000002,RIDGEWAY,NC,27570,M,N,37500,6.519231,0,6600,0
Roberto,Schaaf,M,207,1000006,LIVERMORE FALLS,ME,4254,M,N,42500,8.5,0,5700,0
Balas,Preas,F,304,1000005,MAC ARTHUR,WV,25873,S,Y,19500,3.665,2000,0,2000
Gudala,Genin,M,978,1000000,ESSEX,MA,1929,S,Y,69500,5.3,3575,0,1000
Mahadevan,Shallof,F,412,1000001,PHILADELPHIA,PA,19142,M,N,99000,3.07,0,0,0
Viviana,Korbar,F,314,1000000,STELLA,MO,64867,S,Y,58000,6.0,2100,0,1200
Edson,Malama,M,337,1000000,NEW ORLEANS,LA,70156,M,N,43000,6.0,0,9000,0
Muriel,Lofgren,M,410,1000005,GOLDSBORO,MD,21636,S,Y,19000,4.75,2400,0,2400
Servet,Providence,F,660,1000001,BRIGHTON,MO,65617,S,Y,88000,6.0,2100,0,1200
Toshi,Raper,M,207,1000007,UNION,ME,4862,M,Y,11500,5.2974453,0,5700,2850
Jyhyeung,Zeltzer,F,937,1000001,SHADE,OH,45776,S,Y,49500,2.1891718,1300,0,1300
Shengrui,Zettel,F,423,1000002,VIOLA,TN,37394,M,N,42000,0.0,0,0,0
Jarogniew,Lafora,M,719,1000001,SAN LUIS,CO,81152,M,N,38500,4.63,0,0,0
Shalosh,Urponen,F,401,1000009,WARWICK,RI,2888,S,Y,6500,0.0,0,0,0
Naoyoshi,Cristoforetti,F,501,1000001,PEEL,AR,72668,M,N,91000,7.0,0,40,0
Beth,Hanchek,F,907,1000008,ANCHORAGE,AK,99514,M,N,62500,0.0,0,0,0
Jovan,Coppini,M,864,1000002,CAYCE,SC,29033,M,N,69500,7.0,0,6600,0
Libero,Zlotek,F,202,1000008,WASHINGTON,DC,20538,S,Y,91000,9.0,1370,0,1370
Laszlo,Solchenbach,F,505,1000009,EAGLE NEST,NM,87718,S,Y,67500,5.3,3300,0,3300
Creve,Falin,M,712,1000002,BURT,IA,50522,M,N,17500,2.8657079,0,80,0
Allan,Erni,M,702,1000006,BAKER,NV,89311,M,Y,42500,0.0,0,0,0
Rein,Brookman,F,910,1000003,FAYETTEVILLE,NC,28302,M,N,98000,7.7884617,0,6600,0
Belynda,Wuwongse,F,320,1000001,MINNEAPOLIS,MN,55443,M,N,43000,6.5501065,0,6600,0
Yasukazu,Dekeyser,F,229,1000001,ATLANTA,GA,30392,M,N,98500,6.0,0,5400,0
Mira,Dodenhoft,M,435,1000005,RANDLETT,UT,84063,M,Y,51500,7.0,0,4950,2475
Terry,Lorcy,M,907,1000009,CIRCLE,AK,99733,S,Y,89500,0.0,0,0,0
Jano,Girona,M,228,1000002,COLUMBUS,MS,39701,M,N,12000,5.0,0,12000,0
Nacho,Kubicar,M,952,1000002,BURNSVILLE,MN,55337,S,Y,40000,6.3900213,3300,0,3300
Gowri,Woch,F,803,1000003,GREEN POND,SC,29446,S,N,59500,7.0,3300,0,0
Chuang,Apt,M,318,1000002,KENNER,LA,70097,S,N,16000,3.12,4500,0,0
Mugo,Oizhong,M,262,1000004,HEAFFORD JUNCTION,WI,54532,S,Y,23500,4.8547196,700,0,400
Lansing,Strausfeld,M,414,1000000,KANSASVILLE,WI,53139,S,Y,34500,5.045846,700,0,400
Achour,Sigstam,F,339,1000000,BOSTON,MA,2216,S,N,78000,5.3,3575,0,0
Minghui,Ramalho,M,507,1000000,BALATON,MN,56115,S,Y,45000,6.6568303,3300,0,3300
Karlis,Dkaki,F,913,1000005,MOUNT HOPE,KS,67108,M,N,8500,3.5,0,4500,0
Changming,Herath,M,603,1000007,TAMWORTH,NH,3886,S,Y,86500,0.0,0,0,0
Calton,Heyman,M,516,1000000,INLET,NY,13360,M,N,9500,4.008689,0,0,0
Jane,Kirchherr,F,202,1000009,WASHINGTON NAVY YARD,DC,20398,M,N,68500,9.0,0,2740,0
Farhad,Acklen,F,320,1000002,HITTERDAL,MN,56552,S,Y,12500,5.35,3300,0,3300
Ashwini,Pitsoulis,F,712,1000003,SLOAN,IA,51055,M,N,9000,1.5534958,0,80,0
Dominique,Hansgen,M,503,1000001,SENECA,OR,97873,M,N,59000,9.0,0,318,0
Celine,Torrellas,M,620,1000001,LEVANT,KS,67743,M,Y,86000,6.45,0,4500,2250
Jorma,Ahr,F,812,1000001,GREENVILLE,IN,47124,M,N,55000,3.4,0,2000,0
Udi,Horinokuchi,F,878,1000000,PITTSBURGH,PA,15223,S,Y,60000,3.07,0,0,0
Anneliese,Trachtman,F,573,1000000,SQUIRES,MO,65755,M,Y,6000,4.3125,0,4200,1200
Saddek,Otterbein,M,503,1000002,MOUNT HOOD PARKDALE,OR,97041,M,N,46500,9.0,0,318,0
Pham,Pool,M,770,1000001,AUGUSTA,GA,30907,S,Y,44000,6.0,2700,0,3000
Bonghee,Lavva,M,302,1000010,ROCKLAND,DE,19732,M,N,19000,3.1545453,0,220,0
Michal,Murdock,F,417,1000001,ATLANTA,MO,63530,M,N,57000,6.0,0,4200,0
Svante,Chelyah,F,801,1000001,VERNON,UT,84080,S,Y,4500,7.0,2475,0,2475
Aloys,Chottin,F,808,1000011,HONOLULU,HI,96846,S,Y,44000,8.25,1040,0,1040
Yair,Riza,F,276,1000001,CHASE CITY,VA,23924,S,Y,64000,5.75,900,0,900
Kencheng,Lovato,F,702,1000007,HENDERSON,NV,89012,S,Y,15500,0.0,0,0,0
Tevfik,Mormann,M,603,1000008,FARMINGTON,NH,3835,M,N,22500,0.0,0,0,0
Armar,Flagg,F,304,1000006,FAIRMONT,WV,26554,M,N,82500,6.5,0,4000,0
Sudhanshu,Wassenhove,F,305,1000001,LAKELAND,FL,33804,M,N,45500,0.0,0,0,0
Sissel,Pinotti,M,509,1000002,WAITSBURG,WA,99361,M,N,65500,0.0,0,0,0
Sven,Nanayakkara,M,505,1000010,JAL,NM,88252,M,N,68500,5.3,0,6600,0
Baoqiu,Pole,M,802,1000009,LUNENBURG,VT,5906,M,N,87500,4.745979,0,6600,0
Alessia,Samadzadeh,M,304,1000007,WILCOE,WV,24895,M,N,30000,4.4,0,4000,0
Gnanamalar,Strothotte,M,775,1000003,CALIENTE,NV,89008,S,Y,92000,0.0,0,0,0
Arif,Merges,F,304,1000008,HEDGESVILLE,WV,25427,S,Y,47500,5.625,2000,0,2000
Leaf,Nacsa,F,360,1000001,OLYMPIA,WA,98506,S,Y,98500,0.0,0,0,0
Qiwen,Sanada,M,603,1000009,MONROE,NH,3771,S,N,36000,0.0,0,0,0
Ferucio,Yanker,M,603,1000010,NEWFIELDS,NH,3856,M,Y,91000,0.0,0,0,0
Saburo,Vigoda,M,202,1000010,WASHINGTON,DC,20227,M,N,63500,9.0,0,2740,0
Duke,Cover,F,252,1000000,EURE,NC,27935,M,N,97500,7.777972,0,6600,0
Anuj,Frisch,M,406,1000005,SUN RIVER,MT,59483,M,N,21000,6.9,0,3800,0
Avra,Boreddy,F,401,1000010,EXETER,RI,2822,M,N,55500,0.0,0,0,0
Sigmund,Skurczynski,M,661,1000001,WALNUT CREEK,CA,94598,M,N,50500,9.3,0,174,0
Jiannong,Kahabka,F,702,1000008,LAS VEGAS,NV,89131,S,Y,48500,0.0,0,0,0
Raphy,McKay,M,302,1000011,NEWARK,DE,19726,M,N,75500,5.95,0,220,0
Vitaly,Varvel,M,802,1000010,EAST BERKSHIRE,VT,5447,S,Y,69500,4.3878603,3300,0,3300
Ortrud,Milne,M,763,1000001,STANCHFIELD,MN,55080,S,Y,40000,6.3900213,3300,0,3300
Gethin,Okuhata,F,971,1000001,PORTLAND,OR,97209,M,N,82500,9.0,0,318,0
Meurig,Leemeijer,M,603,1000011,MANCHESTER,NH,3107,S,Y,83000,0.0,0,0,0
Odinaldo,Lafond,F,775,1000004,LAS VEGAS,NV,89152,S,Y,51500,0.0,0,0,0
Sameer,Mattoso,F,585,1000000,COLD SPRING HARBOR,NY,11724,M,N,47500,4.228811,0,0,0
Daphna,Cusworth,M,406,1000006,JUDITH GAP,MT,59453,M,N,99500,6.9,0,3800,0
Weifeng,Caneghem,M,251,1000002,BON SECOUR,AL,36511,M,N,97000,5.0,0,3000,0
Abbas,Marsiglia,F,231,1000001,PECK,MI,48466,M,N,46500,3.9,0,6200,0
Kazimir,Zaccagnini,F,251,1000003,TUSCALOOSA,AL,35407,M,N,89500,5.0,0,3000,0
Amr,Stroustrup,M,307,1000009,ROCK SPRINGS,WY,82901,S,Y,66000,0.0,0,0,0
Melissa,Cooman,M,202,1000011,WASHINGTON,DC,20340,M,N,36000,9.0,0,2740,0
Marcelino,Mendonca,F,701,1000007,TAYLOR,ND,58656,S,Y,87000,2.7642357,3300,0,3300
Shamik,Dullman,M,907,1000010,SOUTH NAKNEK,AK,99670,S,Y,26500,0.0,0,0,0
Natalio,Slonim,F,435,1000006,GREENVILLE,UT,84731,M,N,61000,7.0,0,4950,0
Brijesh,Brakmo,M,517,1000000,COPPER CITY,MI,49917,M,N,74500,3.9,0,6200,0
Benton,Stancampiano,M,302,1000012,GREENWOOD,DE,19950,M,N,23500,3.4613638,0,220,0
Izabela,Taubenfeld,M,302,1000013,KIRKWOOD,DE,19708,S,Y,32500,4.075,110,0,110
Donpaul,Karlapalem,F,720,1000001,GRAND JUNCTION,CO,81503,M,N,18000,4.63,0,0,0
Amante,Nedela,M,225,1000001,GRAND CANE,LA,71032,M,N,82500,6.0,0,9000,0
Carma,Wohed,M,410,1000006,BALTIMORE,MD,21285,M,N,41500,4.75,0,4800,0
Malcolm,Guillier,M,480,1000000,PHOENIX,AZ,85043,S,Y,24500,3.09475,2100,0,2300
Nizar,Czyzowicz,M,803,1000004,SPARTANBURG,SC,29305,S,Y,90500,7.0,3300,0,3300
Shaw,Alewine,F,208,1000008,NEWDALE,ID,83436,M,N,39500,7.8,0,6600,0
Devanand,Naccache,F,603,1000012,ETNA,NH,3750,M,Y,90500,0.0,0,0,0
Joscha,Clonts,M,802,1000011,SHAFTSBURY,VT,5262,M,N,59500,4.1889057,0,6600,0
Masamichi,Kwasny,F,401,1000011,WEST KINGSTON,RI,2892,M,N,3000,0.0,0,0,0
Kumar,Dulin,F,321,1000000,WEBSTER,FL,33597,M,N,24000,0.0,0,0,0
Leysia,Kamoun,M,203,1000006,HARTFORD,CT,6114,S,Y,86000,5.0,12750,0,0
Yana,Staffelbach,F,432,1000000,LOWAKE,TX,76855,S,Y,85500,0.0,0,0,0
Marty,Narahara,F,207,1000008,EAST BOOTHBAY,ME,4544,S,Y,96000,8.5,2850,0,2850
Erling,Forgie,F,912,1000003,PEACHTREE CITY,GA,30269,S,Y,14000,6.0,2700,0,3000
Jarrellann,Trumner,M,580,1000002,ROSSTON,OK,73855,M,Y,11000,6.25,0,2000,1000
Adonios,Voorhoeve,F,701,1000008,DOUGLAS,ND,58735,M,N,83000,2.717867,0,6600,0
Eran,Reischert,M,308,1000003,TILDEN,NE,68781,M,N,56500,6.84,0,206,0
Noppanunt,Malabarba,M,580,1000003,BROKEN ARROW,OK,74012,M,N,84500,6.25,0,2000,0
Diamantino,Guinther,F,563,1000002,SAINT MARYS,IA,50241,M,N,52500,8.268935,0,80,0
Guglielmo,Stolboushkin,M,860,1000004,STAMFORD,CT,6927,S,Y,99500,5.0,12750,0,0
Henrietta,Yacobi,F,251,1000004,MONTGOMERY,AL,36141,M,N,62000,5.0,0,3000,0
Hagbal,Bena,M,317,1000000,FORT WAYNE,IN,46801,M,N,75500,3.4,0,2000,0
Zhongyang,Collatz,F,601,1000003,CLARKSDALE,MS,38614,M,N,68000,5.0,0,12000,0
Mitsuru,Worner,M,860,1000005,NORTH STONINGTON,CT,6359,S,Y,9500,3.0,12750,0,0
Maarit,Losch,M,907,1000011,HAINES,AK,99827,M,N,97000,0.0,0,0,0
Samer,Barthelemy,M,907,1000012,SCAMMON BAY,AK,99662,S,Y,36500,0.0,0,0,0
Rufus,Grandage,M,541,1000001,PORTLAND,OR,97222,M,N,85500,9.0,0,318,0
Carlisle,Puhalskii,F,623,1000001,TUCSON,AZ,85752,M,N,69500,3.79225,0,4200,0
Geert,Semmens,M,307,1000010,BIG HORN,WY,82833,S,Y,54500,0.0,0,0,0
Mengly,Gibbens,M,860,1000006,GREENS FARMS,CT,6838,M,N,9000,3.0,0,24500,0
Bianca,Margarian,F,802,1000012,WELLS RIVER,VT,5081,S,N,21500,3.6,3300,0,0
Dierk,Edman,F,910,1000004,SNOW HILL,NC,28580,M,N,64000,7.075175,0,6600,0
Jackson,Nozick,F,229,1000002,FARMINGTON,GA,30638,S,Y,1500,1.5999999,2700,0,3000
Tetsu,Scanlon,M,218,1000000,DODGE CENTER,MN,55927,S,Y,32000,5.963127,3300,0,3300
Itsuki,Raveh,F,202,1000012,WASHINGTON,DC,20506,S,Y,31000,9.0,1370,0,1370
Yinan,Rhomberg,M,202,1000013,WASHINGTON,DC,20207,S,Y,51500,9.0,1370,0,1370
Cesar,Dusse,F,480,1000001,PHOENIX,AZ,85002,S,Y,97000,4.2185,2100,0,2300
Shay,Malita,F,202,1000014,WASHINGTON,DC,20002,M,N,75500,9.0,0,2740,0
Kave,Gomide,M,562,1000002,REEDLEY,CA,93654,S,Y,41500,9.3,87,0,272
Komei,Spinrad,F,402,1000003,ELYRIA,NE,68837,M,N,16500,5.064067,0,206,0
Vanio,Rousset,M,775,1000005,LAS VEGAS,NV,89103,M,N,69500,0.0,0,0,0
Bhuwan,Bergstra,F,308,1000004,OMAHA,NE,68172,M,N,48000,6.84,0,206,0
Dayanand,Singh,M,503,1000003,PORTLAND,OR,97217,M,N,97000,9.0,0,318,0
Qiuming,Bank,F,302,1000014,WILMINGTON,DE,19899,M,N,29500,3.8704543,0,220,0
Rajamani,Wichert,M,218,1000001,FORESTON,MN,56330,M,N,3000,5.35,0,6600,0
Ron,Pietra,F,786,1000001,DUNNELLON,FL,34434,M,N,62000,0.0,0,0,0
Qingda,Prunet,M,203,1000007,BRIDGEPORT,CT,6602,M,N,80000,5.0,0,24500,0
Jingsen,Schnelling,F,843,1000003,CASSATT,SC,29032,M,N,79500,7.0,0,6600,0
Emilia,Hagersten,M,316,1000001,TOPEKA,KS,66629,M,N,27500,5.958333,0,4500,0
Morihiro,Barroca,M,612,1000001,DARWIN,MN,55324,S,Y,85500,7.85,3300,0,3300
Reynald,Bahr,M,612,1000002,EDGERTON,MN,56128,S,Y,60000,7.4572573,3300,0,3300
Srikant,Touretzky,M,208,1000009,MOSCOW,ID,83843,S,Y,23500,7.8,3300,0,3300
Annja,Ogawa,M,585,1000001,RENSSELAERVILLE,NY,12147,M,N,72500,4.373628,0,0,0
Mihnea,Cromwell,F,860,1000007,MIDDLETOWN,CT,6459,S,Y,53500,5.0,12750,0,0
Steve,Dulitz,M,801,1000002,WELLSVILLE,UT,84339,S,Y,18500,7.0,2475,0,2475
Lem,Milidiu,M,769,1000001,UTICA,MS,39175,S,Y,92000,5.0,6000,0,1500
Hanspeter,Lumley,M,505,1000011,SANTA FE,NM,87594,S,Y,9500,3.0714288,3300,0,3300
Will,Speckhard,M,808,1000012,KURTISTOWN,HI,96760,M,N,72500,8.25,0,2080,0
Michun,Wechsung,F,228,1000003,JACKSON,MS,39215,S,Y,99500,5.0,6000,0,1500
Jangsu,Lamond,F,907,1000013,TUNTUTULIAK,AK,99680,M,N,82500,0.0,0,0,0
Mikio,Boden,M,202,1000015,WASHINGTON,DC,20580,M,N,50500,9.0,0,2740,0
Rajshekhar,Miyachi,M,781,1000001,WINCHENDON SPRINGS,MA,1477,S,Y,15000,5.3,3575,0,1000
Klemens,Szilard,F,402,1000004,WOOD RIVER,NE,68883,M,N,55000,6.84,0,206,0
ShouHan,Hovekamp,M,563,1000003,ROWLEY,IA,52329,S,N,5500,1.013173,40,0,0
Feipei,Slosberg,M,503,1000004,WINCHESTER,OR,97495,M,N,71500,9.0,0,318,0
Papa,Strasser,F,603,1000013,CONCORD,NH,3302,S,Y,49500,0.0,0,0,0
